xmin	xmax	key	showSelected1	PANEL	group
12.5	13.5	2014-04-12T18:30:00Z	April 2014	1	63
18.5	19.5	2014-04-18T18:30:00Z	April 2014	1	63
19.5	20.5	2014-04-19T18:30:00Z	April 2014	1	63
25.5	26.5	2014-04-25T18:30:00Z	April 2014	1	63
26.5	27.5	2014-04-26T18:30:00Z	April 2014	1	63
2.5	3.5	2014-05-02T18:30:00Z	May 2014	1	64
3.5	4.5	2014-05-03T18:30:00Z	May 2014	1	64
9.5	10.5	2014-05-09T18:30:00Z	May 2014	1	64
10.5	11.5	2014-05-10T18:30:00Z	May 2014	1	64
16.5	17.5	2014-05-16T18:30:00Z	May 2014	1	64
17.5	18.5	2014-05-17T18:30:00Z	May 2014	1	64
23.5	24.5	2014-05-23T18:30:00Z	May 2014	1	64
24.5	25.5	2014-05-24T18:30:00Z	May 2014	1	64
30.5	31.5	2014-05-30T18:30:00Z	May 2014	1	64
0.5	1.5	2014-05-31T18:30:00Z	June 2014	1	65
6.5	7.5	2014-06-06T18:30:00Z	June 2014	1	65
7.5	8.5	2014-06-07T18:30:00Z	June 2014	1	65
13.5	14.5	2014-06-13T18:30:00Z	June 2014	1	65
14.5	15.5	2014-06-14T18:30:00Z	June 2014	1	65
20.5	21.5	2014-06-20T18:30:00Z	June 2014	1	65
21.5	22.5	2014-06-21T18:30:00Z	June 2014	1	65
27.5	28.5	2014-06-27T18:30:00Z	June 2014	1	65
28.5	29.5	2014-06-28T18:30:00Z	June 2014	1	65
4.5	5.5	2014-07-04T18:30:00Z	July 2014	1	66
5.5	6.5	2014-07-05T18:30:00Z	July 2014	1	66
11.5	12.5	2014-07-11T18:30:00Z	July 2014	1	66
12.5	13.5	2014-07-12T18:30:00Z	July 2014	1	66
18.5	19.5	2014-07-18T18:30:00Z	July 2014	1	66
19.5	20.5	2014-07-19T18:30:00Z	July 2014	1	66
25.5	26.5	2014-07-25T18:30:00Z	July 2014	1	66
26.5	27.5	2014-07-26T18:30:00Z	July 2014	1	66
1.5	2.5	2014-08-01T18:30:00Z	August 2014	1	67
2.5	3.5	2014-08-02T18:30:00Z	August 2014	1	67
8.5	9.5	2014-08-08T18:30:00Z	August 2014	1	67
9.5	10.5	2014-08-09T18:30:00Z	August 2014	1	67
15.5	16.5	2014-08-15T18:30:00Z	August 2014	1	67
16.5	17.5	2014-08-16T18:30:00Z	August 2014	1	67
22.5	23.5	2014-08-22T18:30:00Z	August 2014	1	67
23.5	24.5	2014-08-23T18:30:00Z	August 2014	1	67
29.5	30.5	2014-08-29T18:30:00Z	August 2014	1	67
30.5	31.5	2014-08-30T18:30:00Z	August 2014	1	67
5.5	6.5	2014-09-05T18:30:00Z	September 2014	1	68
6.5	7.5	2014-09-06T18:30:00Z	September 2014	1	68
12.5	13.5	2014-09-12T18:30:00Z	September 2014	1	68
13.5	14.5	2014-09-13T18:30:00Z	September 2014	1	68
19.5	20.5	2014-09-19T18:30:00Z	September 2014	1	68
20.5	21.5	2014-09-20T18:30:00Z	September 2014	1	68
26.5	27.5	2014-09-26T18:30:00Z	September 2014	1	68
27.5	28.5	2014-09-27T18:30:00Z	September 2014	1	68
3.5	4.5	2014-10-03T18:30:00Z	October 2014	1	69
4.5	5.5	2014-10-04T18:30:00Z	October 2014	1	69
10.5	11.5	2014-10-10T18:30:00Z	October 2014	1	69
11.5	12.5	2014-10-11T18:30:00Z	October 2014	1	69
17.5	18.5	2014-10-17T18:30:00Z	October 2014	1	69
18.5	19.5	2014-10-18T18:30:00Z	October 2014	1	69
24.5	25.5	2014-10-24T18:30:00Z	October 2014	1	69
25.5	26.5	2014-10-25T18:30:00Z	October 2014	1	69
0.5	1.5	2014-10-31T18:30:00Z	November 2014	1	70
1.5	2.5	2014-11-01T18:30:00Z	November 2014	1	70
7.5	8.5	2014-11-07T18:30:00Z	November 2014	1	70
8.5	9.5	2014-11-08T18:30:00Z	November 2014	1	70
14.5	15.5	2014-11-14T18:30:00Z	November 2014	1	70
15.5	16.5	2014-11-15T18:30:00Z	November 2014	1	70
21.5	22.5	2014-11-21T18:30:00Z	November 2014	1	70
22.5	23.5	2014-11-22T18:30:00Z	November 2014	1	70
28.5	29.5	2014-11-28T18:30:00Z	November 2014	1	70
29.5	30.5	2014-11-29T18:30:00Z	November 2014	1	70
5.5	6.5	2014-12-05T18:30:00Z	December 2014	1	71
6.5	7.5	2014-12-06T18:30:00Z	December 2014	1	71
12.5	13.5	2014-12-12T18:30:00Z	December 2014	1	71
13.5	14.5	2014-12-13T18:30:00Z	December 2014	1	71
19.5	20.5	2014-12-19T18:30:00Z	December 2014	1	71
20.5	21.5	2014-12-20T18:30:00Z	December 2014	1	71
26.5	27.5	2014-12-26T18:30:00Z	December 2014	1	71
27.5	28.5	2014-12-27T18:30:00Z	December 2014	1	71
2.5	3.5	2009-01-02T18:30:00Z	January 2009	2	1
3.5	4.5	2009-01-03T18:30:00Z	January 2009	2	1
9.5	10.5	2009-01-09T18:30:00Z	January 2009	2	1
10.5	11.5	2009-01-10T18:30:00Z	January 2009	2	1
16.5	17.5	2009-01-16T18:30:00Z	January 2009	2	1
17.5	18.5	2009-01-17T18:30:00Z	January 2009	2	1
23.5	24.5	2009-01-23T18:30:00Z	January 2009	2	1
24.5	25.5	2009-01-24T18:30:00Z	January 2009	2	1
30.5	31.5	2009-01-30T18:30:00Z	January 2009	2	1
0.5	1.5	2009-01-31T18:30:00Z	February 2009	2	2
6.5	7.5	2009-02-06T18:30:00Z	February 2009	2	2
7.5	8.5	2009-02-07T18:30:00Z	February 2009	2	2
13.5	14.5	2009-02-13T18:30:00Z	February 2009	2	2
14.5	15.5	2009-02-14T18:30:00Z	February 2009	2	2
20.5	21.5	2009-02-20T18:30:00Z	February 2009	2	2
21.5	22.5	2009-02-21T18:30:00Z	February 2009	2	2
27.5	28.5	2009-02-27T18:30:00Z	February 2009	2	2
0.5	1.5	2009-02-28T18:30:00Z	March 2009	2	3
6.5	7.5	2009-03-06T18:30:00Z	March 2009	2	3
7.5	8.5	2009-03-07T18:30:00Z	March 2009	2	3
13.5	14.5	2009-03-13T18:30:00Z	March 2009	2	3
14.5	15.5	2009-03-14T18:30:00Z	March 2009	2	3
20.5	21.5	2009-03-20T18:30:00Z	March 2009	2	3
21.5	22.5	2009-03-21T18:30:00Z	March 2009	2	3
27.5	28.5	2009-03-27T18:30:00Z	March 2009	2	3
28.5	29.5	2009-03-28T18:30:00Z	March 2009	2	3
3.5	4.5	2009-04-03T18:30:00Z	April 2009	2	4
4.5	5.5	2009-04-04T18:30:00Z	April 2009	2	4
10.5	11.5	2009-04-10T18:30:00Z	April 2009	2	4
11.5	12.5	2009-04-11T18:30:00Z	April 2009	2	4
17.5	18.5	2009-04-17T18:30:00Z	April 2009	2	4
18.5	19.5	2009-04-18T18:30:00Z	April 2009	2	4
24.5	25.5	2009-04-24T18:30:00Z	April 2009	2	4
25.5	26.5	2009-04-25T18:30:00Z	April 2009	2	4
1.5	2.5	2009-05-01T18:30:00Z	May 2009	2	5
2.5	3.5	2009-05-02T18:30:00Z	May 2009	2	5
8.5	9.5	2009-05-08T18:30:00Z	May 2009	2	5
9.5	10.5	2009-05-09T18:30:00Z	May 2009	2	5
15.5	16.5	2009-05-15T18:30:00Z	May 2009	2	5
16.5	17.5	2009-05-16T18:30:00Z	May 2009	2	5
22.5	23.5	2009-05-22T18:30:00Z	May 2009	2	5
23.5	24.5	2009-05-23T18:30:00Z	May 2009	2	5
29.5	30.5	2009-05-29T18:30:00Z	May 2009	2	5
30.5	31.5	2009-05-30T18:30:00Z	May 2009	2	5
5.5	6.5	2009-06-05T18:30:00Z	June 2009	2	6
6.5	7.5	2009-06-06T18:30:00Z	June 2009	2	6
12.5	13.5	2009-06-12T18:30:00Z	June 2009	2	6
13.5	14.5	2009-06-13T18:30:00Z	June 2009	2	6
19.5	20.5	2009-06-19T18:30:00Z	June 2009	2	6
20.5	21.5	2009-06-20T18:30:00Z	June 2009	2	6
26.5	27.5	2009-06-26T18:30:00Z	June 2009	2	6
27.5	28.5	2009-06-27T18:30:00Z	June 2009	2	6
3.5	4.5	2009-07-03T18:30:00Z	July 2009	2	7
4.5	5.5	2009-07-04T18:30:00Z	July 2009	2	7
10.5	11.5	2009-07-10T18:30:00Z	July 2009	2	7
11.5	12.5	2009-07-11T18:30:00Z	July 2009	2	7
17.5	18.5	2009-07-17T18:30:00Z	July 2009	2	7
18.5	19.5	2009-07-18T18:30:00Z	July 2009	2	7
24.5	25.5	2009-07-24T18:30:00Z	July 2009	2	7
25.5	26.5	2009-07-25T18:30:00Z	July 2009	2	7
0.5	1.5	2009-07-31T18:30:00Z	August 2009	2	8
1.5	2.5	2009-08-01T18:30:00Z	August 2009	2	8
7.5	8.5	2009-08-07T18:30:00Z	August 2009	2	8
8.5	9.5	2009-08-08T18:30:00Z	August 2009	2	8
14.5	15.5	2009-08-14T18:30:00Z	August 2009	2	8
15.5	16.5	2009-08-15T18:30:00Z	August 2009	2	8
21.5	22.5	2009-08-21T18:30:00Z	August 2009	2	8
22.5	23.5	2009-08-22T18:30:00Z	August 2009	2	8
28.5	29.5	2009-08-28T18:30:00Z	August 2009	2	8
29.5	30.5	2009-08-29T18:30:00Z	August 2009	2	8
4.5	5.5	2009-09-04T18:30:00Z	September 2009	2	9
5.5	6.5	2009-09-05T18:30:00Z	September 2009	2	9
11.5	12.5	2009-09-11T18:30:00Z	September 2009	2	9
12.5	13.5	2009-09-12T18:30:00Z	September 2009	2	9
18.5	19.5	2009-09-18T18:30:00Z	September 2009	2	9
19.5	20.5	2009-09-19T18:30:00Z	September 2009	2	9
25.5	26.5	2009-09-25T18:30:00Z	September 2009	2	9
26.5	27.5	2009-09-26T18:30:00Z	September 2009	2	9
2.5	3.5	2009-10-02T18:30:00Z	October 2009	2	10
3.5	4.5	2009-10-03T18:30:00Z	October 2009	2	10
9.5	10.5	2009-10-09T18:30:00Z	October 2009	2	10
10.5	11.5	2009-10-10T18:30:00Z	October 2009	2	10
16.5	17.5	2009-10-16T18:30:00Z	October 2009	2	10
17.5	18.5	2009-10-17T18:30:00Z	October 2009	2	10
23.5	24.5	2009-10-23T18:30:00Z	October 2009	2	10
24.5	25.5	2009-10-24T18:30:00Z	October 2009	2	10
30.5	31.5	2009-10-30T18:30:00Z	October 2009	2	10
0.5	1.5	2009-10-31T18:30:00Z	November 2009	2	11
6.5	7.5	2009-11-06T18:30:00Z	November 2009	2	11
7.5	8.5	2009-11-07T18:30:00Z	November 2009	2	11
13.5	14.5	2009-11-13T18:30:00Z	November 2009	2	11
14.5	15.5	2009-11-14T18:30:00Z	November 2009	2	11
20.5	21.5	2009-11-20T18:30:00Z	November 2009	2	11
21.5	22.5	2009-11-21T18:30:00Z	November 2009	2	11
27.5	28.5	2009-11-27T18:30:00Z	November 2009	2	11
28.5	29.5	2009-11-28T18:30:00Z	November 2009	2	11
4.5	5.5	2009-12-04T18:30:00Z	December 2009	2	12
5.5	6.5	2009-12-05T18:30:00Z	December 2009	2	12
11.5	12.5	2009-12-11T18:30:00Z	December 2009	2	12
12.5	13.5	2009-12-12T18:30:00Z	December 2009	2	12
18.5	19.5	2009-12-18T18:30:00Z	December 2009	2	12
19.5	20.5	2009-12-19T18:30:00Z	December 2009	2	12
25.5	26.5	2009-12-25T18:30:00Z	December 2009	2	12
26.5	27.5	2009-12-26T18:30:00Z	December 2009	2	12
1.5	2.5	2010-01-01T18:30:00Z	January 2010	2	13
2.5	3.5	2010-01-02T18:30:00Z	January 2010	2	13
8.5	9.5	2010-01-08T18:30:00Z	January 2010	2	13
9.5	10.5	2010-01-09T18:30:00Z	January 2010	2	13
15.5	16.5	2010-01-15T18:30:00Z	January 2010	2	13
16.5	17.5	2010-01-16T18:30:00Z	January 2010	2	13
22.5	23.5	2010-01-22T18:30:00Z	January 2010	2	13
23.5	24.5	2010-01-23T18:30:00Z	January 2010	2	13
29.5	30.5	2010-01-29T18:30:00Z	January 2010	2	13
30.5	31.5	2010-01-30T18:30:00Z	January 2010	2	13
5.5	6.5	2010-02-05T18:30:00Z	February 2010	2	14
6.5	7.5	2010-02-06T18:30:00Z	February 2010	2	14
12.5	13.5	2010-02-12T18:30:00Z	February 2010	2	14
13.5	14.5	2010-02-13T18:30:00Z	February 2010	2	14
19.5	20.5	2010-02-19T18:30:00Z	February 2010	2	14
20.5	21.5	2010-02-20T18:30:00Z	February 2010	2	14
26.5	27.5	2010-02-26T18:30:00Z	February 2010	2	14
27.5	28.5	2010-02-27T18:30:00Z	February 2010	2	14
5.5	6.5	2010-03-05T18:30:00Z	March 2010	2	15
6.5	7.5	2010-03-06T18:30:00Z	March 2010	2	15
12.5	13.5	2010-03-12T18:30:00Z	March 2010	2	15
13.5	14.5	2010-03-13T18:30:00Z	March 2010	2	15
19.5	20.5	2010-03-19T18:30:00Z	March 2010	2	15
20.5	21.5	2010-03-20T18:30:00Z	March 2010	2	15
26.5	27.5	2010-03-26T18:30:00Z	March 2010	2	15
27.5	28.5	2010-03-27T18:30:00Z	March 2010	2	15
2.5	3.5	2010-04-02T18:30:00Z	April 2010	2	16
3.5	4.5	2010-04-03T18:30:00Z	April 2010	2	16
9.5	10.5	2010-04-09T18:30:00Z	April 2010	2	16
10.5	11.5	2010-04-10T18:30:00Z	April 2010	2	16
16.5	17.5	2010-04-16T18:30:00Z	April 2010	2	16
17.5	18.5	2010-04-17T18:30:00Z	April 2010	2	16
23.5	24.5	2010-04-23T18:30:00Z	April 2010	2	16
24.5	25.5	2010-04-24T18:30:00Z	April 2010	2	16
0.5	1.5	2010-04-30T18:30:00Z	May 2010	2	17
1.5	2.5	2010-05-01T18:30:00Z	May 2010	2	17
7.5	8.5	2010-05-07T18:30:00Z	May 2010	2	17
8.5	9.5	2010-05-08T18:30:00Z	May 2010	2	17
14.5	15.5	2010-05-14T18:30:00Z	May 2010	2	17
15.5	16.5	2010-05-15T18:30:00Z	May 2010	2	17
21.5	22.5	2010-05-21T18:30:00Z	May 2010	2	17
22.5	23.5	2010-05-22T18:30:00Z	May 2010	2	17
28.5	29.5	2010-05-28T18:30:00Z	May 2010	2	17
29.5	30.5	2010-05-29T18:30:00Z	May 2010	2	17
4.5	5.5	2010-06-04T18:30:00Z	June 2010	2	18
5.5	6.5	2010-06-05T18:30:00Z	June 2010	2	18
11.5	12.5	2010-06-11T18:30:00Z	June 2010	2	18
12.5	13.5	2010-06-12T18:30:00Z	June 2010	2	18
18.5	19.5	2010-06-18T18:30:00Z	June 2010	2	18
19.5	20.5	2010-06-19T18:30:00Z	June 2010	2	18
25.5	26.5	2010-06-25T18:30:00Z	June 2010	2	18
26.5	27.5	2010-06-26T18:30:00Z	June 2010	2	18
2.5	3.5	2010-07-02T18:30:00Z	July 2010	2	19
3.5	4.5	2010-07-03T18:30:00Z	July 2010	2	19
9.5	10.5	2010-07-09T18:30:00Z	July 2010	2	19
10.5	11.5	2010-07-10T18:30:00Z	July 2010	2	19
16.5	17.5	2010-07-16T18:30:00Z	July 2010	2	19
17.5	18.5	2010-07-17T18:30:00Z	July 2010	2	19
23.5	24.5	2010-07-23T18:30:00Z	July 2010	2	19
24.5	25.5	2010-07-24T18:30:00Z	July 2010	2	19
30.5	31.5	2010-07-30T18:30:00Z	July 2010	2	19
0.5	1.5	2010-07-31T18:30:00Z	August 2010	2	20
6.5	7.5	2010-08-06T18:30:00Z	August 2010	2	20
7.5	8.5	2010-08-07T18:30:00Z	August 2010	2	20
13.5	14.5	2010-08-13T18:30:00Z	August 2010	2	20
14.5	15.5	2010-08-14T18:30:00Z	August 2010	2	20
20.5	21.5	2010-08-20T18:30:00Z	August 2010	2	20
21.5	22.5	2010-08-21T18:30:00Z	August 2010	2	20
27.5	28.5	2010-08-27T18:30:00Z	August 2010	2	20
28.5	29.5	2010-08-28T18:30:00Z	August 2010	2	20
3.5	4.5	2010-09-03T18:30:00Z	September 2010	2	21
4.5	5.5	2010-09-04T18:30:00Z	September 2010	2	21
10.5	11.5	2010-09-10T18:30:00Z	September 2010	2	21
11.5	12.5	2010-09-11T18:30:00Z	September 2010	2	21
17.5	18.5	2010-09-17T18:30:00Z	September 2010	2	21
18.5	19.5	2010-09-18T18:30:00Z	September 2010	2	21
24.5	25.5	2010-09-24T18:30:00Z	September 2010	2	21
25.5	26.5	2010-09-25T18:30:00Z	September 2010	2	21
1.5	2.5	2010-10-01T18:30:00Z	October 2010	2	22
2.5	3.5	2010-10-02T18:30:00Z	October 2010	2	22
8.5	9.5	2010-10-08T18:30:00Z	October 2010	2	22
9.5	10.5	2010-10-09T18:30:00Z	October 2010	2	22
15.5	16.5	2010-10-15T18:30:00Z	October 2010	2	22
16.5	17.5	2010-10-16T18:30:00Z	October 2010	2	22
22.5	23.5	2010-10-22T18:30:00Z	October 2010	2	22
23.5	24.5	2010-10-23T18:30:00Z	October 2010	2	22
29.5	30.5	2010-10-29T18:30:00Z	October 2010	2	22
30.5	31.5	2010-10-30T18:30:00Z	October 2010	2	22
5.5	6.5	2010-11-05T18:30:00Z	November 2010	2	23
6.5	7.5	2010-11-06T18:30:00Z	November 2010	2	23
12.5	13.5	2010-11-12T18:30:00Z	November 2010	2	23
13.5	14.5	2010-11-13T18:30:00Z	November 2010	2	23
19.5	20.5	2010-11-19T18:30:00Z	November 2010	2	23
20.5	21.5	2010-11-20T18:30:00Z	November 2010	2	23
26.5	27.5	2010-11-26T18:30:00Z	November 2010	2	23
27.5	28.5	2010-11-27T18:30:00Z	November 2010	2	23
3.5	4.5	2010-12-03T18:30:00Z	December 2010	2	24
4.5	5.5	2010-12-04T18:30:00Z	December 2010	2	24
10.5	11.5	2010-12-10T18:30:00Z	December 2010	2	24
11.5	12.5	2010-12-11T18:30:00Z	December 2010	2	24
17.5	18.5	2010-12-17T18:30:00Z	December 2010	2	24
18.5	19.5	2010-12-18T18:30:00Z	December 2010	2	24
24.5	25.5	2010-12-24T18:30:00Z	December 2010	2	24
25.5	26.5	2010-12-25T18:30:00Z	December 2010	2	24
0.5	1.5	2010-12-31T18:30:00Z	January 2011	2	25
1.5	2.5	2011-01-01T18:30:00Z	January 2011	2	25
7.5	8.5	2011-01-07T18:30:00Z	January 2011	2	25
8.5	9.5	2011-01-08T18:30:00Z	January 2011	2	25
14.5	15.5	2011-01-14T18:30:00Z	January 2011	2	25
15.5	16.5	2011-01-15T18:30:00Z	January 2011	2	25
21.5	22.5	2011-01-21T18:30:00Z	January 2011	2	25
22.5	23.5	2011-01-22T18:30:00Z	January 2011	2	25
28.5	29.5	2011-01-28T18:30:00Z	January 2011	2	25
29.5	30.5	2011-01-29T18:30:00Z	January 2011	2	25
4.5	5.5	2011-02-04T18:30:00Z	February 2011	2	26
5.5	6.5	2011-02-05T18:30:00Z	February 2011	2	26
11.5	12.5	2011-02-11T18:30:00Z	February 2011	2	26
12.5	13.5	2011-02-12T18:30:00Z	February 2011	2	26
18.5	19.5	2011-02-18T18:30:00Z	February 2011	2	26
19.5	20.5	2011-02-19T18:30:00Z	February 2011	2	26
25.5	26.5	2011-02-25T18:30:00Z	February 2011	2	26
26.5	27.5	2011-02-26T18:30:00Z	February 2011	2	26
4.5	5.5	2011-03-04T18:30:00Z	March 2011	2	27
5.5	6.5	2011-03-05T18:30:00Z	March 2011	2	27
11.5	12.5	2011-03-11T18:30:00Z	March 2011	2	27
12.5	13.5	2011-03-12T18:30:00Z	March 2011	2	27
18.5	19.5	2011-03-18T18:30:00Z	March 2011	2	27
19.5	20.5	2011-03-19T18:30:00Z	March 2011	2	27
25.5	26.5	2011-03-25T18:30:00Z	March 2011	2	27
26.5	27.5	2011-03-26T18:30:00Z	March 2011	2	27
1.5	2.5	2011-04-01T18:30:00Z	April 2011	2	28
2.5	3.5	2011-04-02T18:30:00Z	April 2011	2	28
8.5	9.5	2011-04-08T18:30:00Z	April 2011	2	28
9.5	10.5	2011-04-09T18:30:00Z	April 2011	2	28
15.5	16.5	2011-04-15T18:30:00Z	April 2011	2	28
16.5	17.5	2011-04-16T18:30:00Z	April 2011	2	28
22.5	23.5	2011-04-22T18:30:00Z	April 2011	2	28
23.5	24.5	2011-04-23T18:30:00Z	April 2011	2	28
29.5	30.5	2011-04-29T18:30:00Z	April 2011	2	28
0.5	1.5	2011-04-30T18:30:00Z	May 2011	2	29
6.5	7.5	2011-05-06T18:30:00Z	May 2011	2	29
7.5	8.5	2011-05-07T18:30:00Z	May 2011	2	29
13.5	14.5	2011-05-13T18:30:00Z	May 2011	2	29
14.5	15.5	2011-05-14T18:30:00Z	May 2011	2	29
20.5	21.5	2011-05-20T18:30:00Z	May 2011	2	29
21.5	22.5	2011-05-21T18:30:00Z	May 2011	2	29
27.5	28.5	2011-05-27T18:30:00Z	May 2011	2	29
28.5	29.5	2011-05-28T18:30:00Z	May 2011	2	29
3.5	4.5	2011-06-03T18:30:00Z	June 2011	2	30
4.5	5.5	2011-06-04T18:30:00Z	June 2011	2	30
10.5	11.5	2011-06-10T18:30:00Z	June 2011	2	30
11.5	12.5	2011-06-11T18:30:00Z	June 2011	2	30
17.5	18.5	2011-06-17T18:30:00Z	June 2011	2	30
18.5	19.5	2011-06-18T18:30:00Z	June 2011	2	30
24.5	25.5	2011-06-24T18:30:00Z	June 2011	2	30
25.5	26.5	2011-06-25T18:30:00Z	June 2011	2	30
1.5	2.5	2011-07-01T18:30:00Z	July 2011	2	31
2.5	3.5	2011-07-02T18:30:00Z	July 2011	2	31
8.5	9.5	2011-07-08T18:30:00Z	July 2011	2	31
9.5	10.5	2011-07-09T18:30:00Z	July 2011	2	31
15.5	16.5	2011-07-15T18:30:00Z	July 2011	2	31
16.5	17.5	2011-07-16T18:30:00Z	July 2011	2	31
22.5	23.5	2011-07-22T18:30:00Z	July 2011	2	31
23.5	24.5	2011-07-23T18:30:00Z	July 2011	2	31
29.5	30.5	2011-07-29T18:30:00Z	July 2011	2	31
30.5	31.5	2011-07-30T18:30:00Z	July 2011	2	31
5.5	6.5	2011-08-05T18:30:00Z	August 2011	2	32
6.5	7.5	2011-08-06T18:30:00Z	August 2011	2	32
12.5	13.5	2011-08-12T18:30:00Z	August 2011	2	32
13.5	14.5	2011-08-13T18:30:00Z	August 2011	2	32
19.5	20.5	2011-08-19T18:30:00Z	August 2011	2	32
20.5	21.5	2011-08-20T18:30:00Z	August 2011	2	32
26.5	27.5	2011-08-26T18:30:00Z	August 2011	2	32
27.5	28.5	2011-08-27T18:30:00Z	August 2011	2	32
2.5	3.5	2011-09-02T18:30:00Z	September 2011	2	33
3.5	4.5	2011-09-03T18:30:00Z	September 2011	2	33
9.5	10.5	2011-09-09T18:30:00Z	September 2011	2	33
10.5	11.5	2011-09-10T18:30:00Z	September 2011	2	33
16.5	17.5	2011-09-16T18:30:00Z	September 2011	2	33
17.5	18.5	2011-09-17T18:30:00Z	September 2011	2	33
23.5	24.5	2011-09-23T18:30:00Z	September 2011	2	33
24.5	25.5	2011-09-24T18:30:00Z	September 2011	2	33
0.5	1.5	2011-09-30T18:30:00Z	October 2011	2	34
1.5	2.5	2011-10-01T18:30:00Z	October 2011	2	34
7.5	8.5	2011-10-07T18:30:00Z	October 2011	2	34
8.5	9.5	2011-10-08T18:30:00Z	October 2011	2	34
14.5	15.5	2011-10-14T18:30:00Z	October 2011	2	34
15.5	16.5	2011-10-15T18:30:00Z	October 2011	2	34
21.5	22.5	2011-10-21T18:30:00Z	October 2011	2	34
22.5	23.5	2011-10-22T18:30:00Z	October 2011	2	34
28.5	29.5	2011-10-28T18:30:00Z	October 2011	2	34
29.5	30.5	2011-10-29T18:30:00Z	October 2011	2	34
4.5	5.5	2011-11-04T18:30:00Z	November 2011	2	35
5.5	6.5	2011-11-05T18:30:00Z	November 2011	2	35
11.5	12.5	2011-11-11T18:30:00Z	November 2011	2	35
12.5	13.5	2011-11-12T18:30:00Z	November 2011	2	35
18.5	19.5	2011-11-18T18:30:00Z	November 2011	2	35
19.5	20.5	2011-11-19T18:30:00Z	November 2011	2	35
25.5	26.5	2011-11-25T18:30:00Z	November 2011	2	35
26.5	27.5	2011-11-26T18:30:00Z	November 2011	2	35
0.5	1.5	2011-12-31T18:30:00Z	January 2012	2	36
6.5	7.5	2012-01-06T18:30:00Z	January 2012	2	36
7.5	8.5	2012-01-07T18:30:00Z	January 2012	2	36
13.5	14.5	2012-01-13T18:30:00Z	January 2012	2	36
14.5	15.5	2012-01-14T18:30:00Z	January 2012	2	36
20.5	21.5	2012-01-20T18:30:00Z	January 2012	2	36
21.5	22.5	2012-01-21T18:30:00Z	January 2012	2	36
27.5	28.5	2012-01-27T18:30:00Z	January 2012	2	36
28.5	29.5	2012-01-28T18:30:00Z	January 2012	2	36
3.5	4.5	2012-02-03T18:30:00Z	February 2012	2	37
4.5	5.5	2012-02-04T18:30:00Z	February 2012	2	37
10.5	11.5	2012-02-10T18:30:00Z	February 2012	2	37
11.5	12.5	2012-02-11T18:30:00Z	February 2012	2	37
17.5	18.5	2012-02-17T18:30:00Z	February 2012	2	37
18.5	19.5	2012-02-18T18:30:00Z	February 2012	2	37
24.5	25.5	2012-02-24T18:30:00Z	February 2012	2	37
25.5	26.5	2012-02-25T18:30:00Z	February 2012	2	37
2.5	3.5	2012-03-02T18:30:00Z	March 2012	2	38
3.5	4.5	2012-03-03T18:30:00Z	March 2012	2	38
9.5	10.5	2012-03-09T18:30:00Z	March 2012	2	38
10.5	11.5	2012-03-10T18:30:00Z	March 2012	2	38
16.5	17.5	2012-03-16T18:30:00Z	March 2012	2	38
17.5	18.5	2012-03-17T18:30:00Z	March 2012	2	38
23.5	24.5	2012-03-23T18:30:00Z	March 2012	2	38
24.5	25.5	2012-03-24T18:30:00Z	March 2012	2	38
30.5	31.5	2012-03-30T18:30:00Z	March 2012	2	38
0.5	1.5	2012-03-31T18:30:00Z	April 2012	2	39
6.5	7.5	2012-04-06T18:30:00Z	April 2012	2	39
7.5	8.5	2012-04-07T18:30:00Z	April 2012	2	39
13.5	14.5	2012-04-13T18:30:00Z	April 2012	2	39
14.5	15.5	2012-04-14T18:30:00Z	April 2012	2	39
20.5	21.5	2012-04-20T18:30:00Z	April 2012	2	39
21.5	22.5	2012-04-21T18:30:00Z	April 2012	2	39
27.5	28.5	2012-04-27T18:30:00Z	April 2012	2	39
28.5	29.5	2012-04-28T18:30:00Z	April 2012	2	39
4.5	5.5	2012-05-04T18:30:00Z	May 2012	2	40
5.5	6.5	2012-05-05T18:30:00Z	May 2012	2	40
11.5	12.5	2012-05-11T18:30:00Z	May 2012	2	40
12.5	13.5	2012-05-12T18:30:00Z	May 2012	2	40
18.5	19.5	2012-05-18T18:30:00Z	May 2012	2	40
19.5	20.5	2012-05-19T18:30:00Z	May 2012	2	40
25.5	26.5	2012-05-25T18:30:00Z	May 2012	2	40
26.5	27.5	2012-05-26T18:30:00Z	May 2012	2	40
1.5	2.5	2012-06-01T18:30:00Z	June 2012	2	41
2.5	3.5	2012-06-02T18:30:00Z	June 2012	2	41
8.5	9.5	2012-06-08T18:30:00Z	June 2012	2	41
9.5	10.5	2012-06-09T18:30:00Z	June 2012	2	41
15.5	16.5	2012-06-15T18:30:00Z	June 2012	2	41
16.5	17.5	2012-06-16T18:30:00Z	June 2012	2	41
22.5	23.5	2012-06-22T18:30:00Z	June 2012	2	41
23.5	24.5	2012-06-23T18:30:00Z	June 2012	2	41
29.5	30.5	2012-06-29T18:30:00Z	June 2012	2	41
0.5	1.5	2012-06-30T18:30:00Z	July 2012	2	42
6.5	7.5	2012-07-06T18:30:00Z	July 2012	2	42
7.5	8.5	2012-07-07T18:30:00Z	July 2012	2	42
13.5	14.5	2012-07-13T18:30:00Z	July 2012	2	42
14.5	15.5	2012-07-14T18:30:00Z	July 2012	2	42
